satisfaccion,evaluacion,proyectos,promedio_horas_mes,semestre,accidente,renunciar,ascenso_5years,departamento,salario
5.8,5.4,3,287,6,0,0,0,mantenimiento,medio
5.7,9.7,4,224,4,0,0,0,mantenimiento,medio
8.4,7.9,4,157,4,0,0,0,mantenimiento,bajo
1.5,6.7,5,216,6,0,0,0,mantenimiento,bajo
8.8,7.2,5,181,4,0,0,0,mantenimiento,bajo
6.9,9.9,3,133,3,0,0,0,soporte,bajo
5.6,8.4,5,154,2,1,0,0,soporte,bajo
4.9,5.8,3,265,3,0,0,0,soporte,bajo
4,4.5,4,113,3,0,0,0,soporte,bajo
6.7,3.6,3,280,4,0,0,0,soporte,bajo
7.9,5,3,213,3,1,0,0,soporte,bajo
4.7,4.4,5,255,5,1,0,0,soporte,bajo
8.2,5.4,3,243,4,0,0,0,soporte,bajo
8.2,8.7,3,206,2,0,0,0,soporte,bajo
6.3,5.7,5,149,3,0,0,0,soporte,bajo
9.1,5.3,2,273,3,0,0,0,soporte,bajo
8.9,10,4,226,2,1,0,0,mantenimiento,bajo
9.6,9.3,3,238,2,0,0,0,mantenimiento,bajo
8.3,7.2,2,226,3,0,0,0,mantenimiento,bajo
7.5,9.2,3,199,3,1,0,0,administración,bajo
7.5,8.2,5,202,3,1,0,0,informática,bajo
4.1,6.9,2,152,4,1,0,0,informática,bajo
9.6,9.4,3,167,3,0,0,0,informática,bajo
5.8,7.9,4,130,3,0,0,0,informática,medio
7.4,8.9,3,229,3,0,0,0,informática,medio
7.8,7.4,4,261,3,1,0,0,desarrollo de producto,medio
5,7.2,3,182,2,1,0,0,desarrollo de producto,medio
10,5.2,4,198,3,0,0,0,desarrollo de producto,medio
8.5,9.1,3,244,3,0,0,0,desarrollo de producto,medio
8.2,8.9,4,275,3,0,0,0,informática,medio
1.9,8.1,5,245,5,0,0,0,Investigación,medio
9,9,3,147,3,1,0,0,Investigación,medio
5.9,10,4,275,3,0,0,0,Investigación,medio
5.3,4.6,2,167,2,0,0,0,Investigación,medio
5.7,5,5,149,5,1,0,0,Investigación,medio
8.5,9.9,4,233,2,0,0,0,mercadotecnia,alto
6.4,6.7,5,167,2,0,0,0,ventas,bajo
5.7,5.4,3,159,3,1,0,0,contabilidad,medio
8.6,8.5,2,195,4,0,0,0,soporte,medio
6,7,5,229,2,0,0,0,mantenimiento,medio
1.7,7.6,4,199,5,0,0,0,administración,medio
5.4,6.3,3,174,3,0,0,0,mercadotecnia,bajo
3.5,7.8,5,275,4,0,0,0,mercadotecnia,bajo
9.2,7.7,5,217,4,0,0,0,mercadotecnia,bajo
6.6,10,4,192,2,0,0,0,ventas,bajo
8.3,9,4,195,3,0,0,0,ventas,bajo
8.9,8.6,3,261,4,0,0,0,ventas,bajo
9.4,6.1,4,199,3,0,0,0,ventas,bajo
2.4,8.5,4,160,5,0,0,0,ventas,bajo
6.9,8,3,177,4,0,0,0,ventas,bajo
4.5,4.6,3,179,2,1,0,0,ventas,bajo
7.8,9.3,4,161,3,0,0,0,ventas,bajo
9.1,3.8,5,279,5,0,0,0,ventas,bajo
6.3,6.5,4,246,6,1,0,0,ventas,bajo
7.1,8,4,199,2,0,0,0,ventas,bajo
7.3,6.9,3,161,3,0,0,0,ventas,bajo
6.9,5.2,5,219,3,0,0,0,ventas,bajo
5.2,5.7,5,162,3,0,0,0,ventas,bajo
7.8,6.6,4,258,3,0,0,0,ventas,bajo
9.4,6.9,3,269,3,0,0,0,ventas,bajo
5.5,7.3,4,201,3,0,0,0,ventas,bajo
4.3,3.8,2,278,3,1,0,0,ventas,bajo
7.7,6.6,3,147,2,0,0,0,ventas,medio
5.9,8,5,247,3,0,0,0,contabilidad,medio
6.5,5.4,4,191,4,0,0,0,contabilidad,medio
8.2,3.7,2,280,3,0,0,0,contabilidad,medio
3.1,7.2,2,191,3,0,0,0,recursos humanos,medio
8.4,6.5,4,264,2,0,0,0,recursos humanos,medio
1.5,4,3,236,5,0,0,0,recursos humanos,medio
6.4,5.2,4,271,2,1,0,0,recursos humanos,medio
4.8,6.3,5,129,5,0,0,0,mantenimiento,medio
8.2,5.8,4,249,5,0,0,0,mantenimiento,medio
9.9,5.4,3,188,3,0,0,0,mantenimiento,medio
8,5.2,3,147,3,1,0,0,mantenimiento,medio
9.4,9.2,3,273,3,0,0,0,mantenimiento,alto
9.4,8.1,4,237,3,1,0,0,mantenimiento,bajo
7.7,7.9,3,273,2,0,0,0,mantenimiento,medio
4.8,5.4,3,190,3,0,0,0,mantenimiento,medio
6.2,6.8,3,226,3,0,0,0,mantenimiento,medio
6.1,9,4,216,3,0,0,0,mantenimiento,medio
2.7,6,6,205,5,1,0,0,mantenimiento,bajo
8.9,6.5,3,208,2,0,0,0,soporte,bajo
5.8,8.1,4,266,2,0,0,0,soporte,bajo
6.4,7.7,3,249,2,1,0,0,soporte,bajo
7.3,8.8,5,134,2,1,0,0,soporte,bajo
7.4,8.5,2,189,3,0,0,0,soporte,bajo
7.5,8.2,4,143,2,0,0,0,soporte,bajo
7.8,8.4,4,173,3,0,0,0,soporte,bajo
1.8,9.5,6,248,3,0,0,0,soporte,bajo
8,8.4,3,186,6,0,0,0,soporte,bajo
8.9,6.4,5,191,3,0,0,0,soporte,bajo
8.4,5,3,227,2,0,0,0,soporte,bajo
6.4,3.8,2,269,5,0,0,0,mantenimiento,bajo
5.3,8.2,3,254,3,1,0,0,mantenimiento,bajo
1.5,6.6,4,180,4,0,0,0,mantenimiento,bajo
6.6,6.2,3,144,3,0,0,0,administración,bajo
4.9,7.8,5,137,3,1,0,0,informática,bajo
7.8,7.2,3,223,4,0,0,0,informática,bajo
3.9,7.5,5,286,5,0,0,0,informática,bajo
9,8.3,3,151,3,0,0,0,informática,bajo
9.6,7.4,5,244,2,1,0,0,informática,bajo
6.3,8.1,4,216,4,0,0,0,desarrollo de producto,medio
6.3,7.4,4,173,3,0,0,0,desarrollo de producto,medio
8.9,8.1,3,186,3,0,0,0,desarrollo de producto,medio
9.3,5.7,2,205,4,1,0,0,desarrollo de producto,medio
8.7,5.9,4,202,3,0,0,0,informática,medio
5.6,5.3,3,189,3,0,0,0,Investigación,medio
9.7,5.5,4,181,5,1,0,0,Investigación,medio
6.1,5.1,3,207,3,0,0,0,Investigación,medio
7.3,4.6,4,240,4,1,0,0,Investigación,medio
6.1,6.9,2,164,2,0,0,0,Investigación,medio
9.9,7.1,4,212,2,0,0,0,mercadotecnia,medio
5.7,7.5,4,151,2,0,0,0,ventas,medio
7.4,9.6,4,197,3,0,0,0,contabilidad,alto
8.6,6.1,5,265,3,0,0,0,soporte,bajo
6.8,7.2,4,274,3,0,0,0,mantenimiento,medio
6.6,6.3,3,201,4,0,0,0,administración,medio
8.6,8.9,3,250,2,0,0,0,mercadotecnia,medio
8.5,7.8,3,165,4,0,0,0,mercadotecnia,medio
9.8,5.3,5,186,3,0,0,0,mercadotecnia,bajo
1.4,7.3,5,273,4,1,0,0,ventas,bajo
2,5.4,5,162,6,0,0,0,ventas,bajo
9,9.7,3,141,3,0,0,0,ventas,bajo
5.1,9.6,5,268,4,0,0,0,ventas,bajo
6.3,7.7,3,176,2,1,0,0,ventas,bajo
8.3,8.8,3,223,3,1,0,0,ventas,bajo
6.7,7.2,4,218,2,1,0,0,ventas,bajo
9.6,5.2,4,228,3,0,0,0,ventas,bajo
6.9,7.5,3,204,3,0,0,0,ventas,bajo
6.9,9,4,148,2,0,0,0,ventas,bajo
6.4,9.4,3,221,2,0,0,0,ventas,bajo
6.2,4.8,4,271,3,0,0,0,ventas,bajo
5.5,7.5,3,191,3,0,0,0,ventas,bajo
9.8,5.1,4,223,2,0,0,0,ventas,bajo
8.3,7.8,5,250,2,1,0,0,ventas,bajo
7.3,7.7,3,230,2,0,0,0,ventas,bajo
5.8,8.6,3,226,2,0,0,0,ventas,bajo
5.2,6.7,4,182,3,0,0,0,ventas,medio
9.1,7,3,195,3,0,0,0,ventas,medio
7.2,6.4,3,231,2,0,0,0,contabilidad,medio
7,7.4,3,224,3,0,0,0,contabilidad,medio
8.6,9.2,4,229,4,0,0,0,contabilidad,medio
8.2,5.7,2,158,3,1,0,0,recursos humanos,medio
8.3,7.8,4,242,3,1,0,0,recursos humanos,medio
9.9,6.4,3,183,3,0,0,0,recursos humanos,medio
8.8,5.8,5,213,4,0,0,0,recursos humanos,medio
6.8,7.4,4,263,2,1,0,0,mantenimiento,medio
9,4.9,3,237,2,0,0,0,mantenimiento,medio
5.9,6.7,6,126,3,0,0,0,mantenimiento,medio
7.6,7.1,6,168,2,0,0,0,mantenimiento,alto
2.3,6.3,5,151,4,1,0,0,mantenimiento,bajo
8,8.5,4,239,3,0,0,0,mantenimiento,medio
6.2,4.9,4,174,3,0,0,0,mantenimiento,medio
2.8,4.6,5,277,6,0,0,0,mantenimiento,medio
8.1,9.7,3,133,3,0,0,0,mantenimiento,medio
6.4,9.1,4,150,3,0,0,0,mantenimiento,bajo
7.6,6,5,244,3,1,0,0,mantenimiento,bajo
7.9,8.7,3,232,2,0,0,0,soporte,bajo
7.2,9.1,3,267,2,0,0,0,soporte,bajo
2.2,5.9,5,162,2,0,0,0,soporte,bajo
1.8,7.3,5,228,5,0,0,0,soporte,bajo
9.1,4.9,2,180,3,0,0,0,soporte,bajo
6.9,6.3,2,252,3,0,0,0,soporte,bajo
9.1,6.6,5,212,3,0,0,0,soporte,bajo
6.7,8.4,4,224,3,0,0,0,soporte,bajo
9.8,6.2,2,240,3,1,0,0,soporte,bajo
6.9,6.2,4,183,4,0,0,0,soporte,bajo
9.6,7.4,5,160,5,1,0,0,soporte,bajo
6.9,6.8,4,225,3,0,0,0,mantenimiento,bajo
6.5,6.8,3,268,2,1,0,0,mantenimiento,bajo
7,7.5,3,221,3,0,0,0,mantenimiento,bajo
4.8,9.4,3,173,2,0,0,0,administración,bajo
4.8,5.1,4,103,4,0,0,0,informática,bajo
1.6,8.9,4,196,3,1,0,0,informática,bajo
7.2,9.7,3,239,3,0,0,0,informática,bajo
9.1,7.1,3,171,2,0,0,0,informática,bajo
7.4,5.4,3,243,3,0,0,0,informática,medio
5.6,5.6,2,153,2,0,0,0,desarrollo de producto,medio
5.6,4.1,6,142,3,0,0,0,desarrollo de producto,medio
8.8,5.5,5,168,2,0,0,0,desarrollo de producto,medio
8.6,9,5,180,4,0,0,0,desarrollo de producto,medio
6.6,8.4,4,186,3,0,0,0,informática,medio
4.1,4.5,3,236,2,0,0,0,Investigación,medio
6.8,8.3,5,267,3,0,0,0,Investigación,medio
5.9,4.7,3,129,2,0,0,0,Investigación,medio
5.2,7.8,3,181,3,0,0,0,Investigación,medio
3,5.4,2,99,2,0,0,0,Investigación,medio
4.4,6.7,5,170,3,1,0,0,mercadotecnia,medio
7.5,6.4,3,195,3,0,0,0,ventas,alto
2.3,9.4,4,149,6,0,0,0,contabilidad,bajo
3.4,4.6,6,132,2,0,0,0,soporte,medio
5.2,5.9,3,164,3,0,0,0,mantenimiento,medio
7.9,8.3,4,250,2,0,0,0,administración,medio
5,7.7,3,204,2,0,0,0,mercadotecnia,medio
8.9,6.5,3,210,3,0,0,0,mercadotecnia,bajo
8.4,5.2,6,98,3,0,0,0,mercadotecnia,bajo
2.6,4.7,3,241,4,0,0,0,ventas,bajo
5.7,9.6,5,203,4,0,0,0,ventas,bajo
1.4,9.9,3,257,4,1,0,0,ventas,bajo
9.4,6.2,5,201,2,0,0,0,ventas,bajo
3,5.8,2,124,3,0,0,0,ventas,bajo
2.9,4.3,6,175,3,0,0,0,ventas,bajo
8.2,7.5,3,161,3,0,0,0,ventas,bajo
6.2,7.5,4,183,4,1,0,0,ventas,bajo
6.4,9.9,5,262,5,0,0,0,ventas,bajo
1.7,5.2,4,184,4,0,0,0,ventas,bajo
7.5,5.6,3,207,3,0,0,0,ventas,bajo
4.9,7.3,4,185,3,0,0,0,ventas,bajo
8.4,5.8,4,180,2,0,0,0,ventas,bajo
4.8,9.6,4,224,2,1,0,0,ventas,bajo
5.4,5.3,3,184,3,0,0,0,ventas,bajo
7.6,9.9,5,252,3,1,0,0,ventas,bajo
7.7,8.4,4,196,3,0,0,0,ventas,bajo
9.5,9.7,4,203,2,0,0,0,ventas,bajo
7.2,8.3,4,181,3,0,0,0,ventas,bajo
7.4,6.7,4,148,3,0,0,0,contabilidad,medio
9,5.5,4,211,3,0,0,0,contabilidad,medio
6.7,5.5,3,246,3,0,0,0,contabilidad,medio
9.7,5.5,4,258,3,0,0,0,recursos humanos,medio
5.5,5.9,3,231,4,0,0,0,recursos humanos,medio
3.2,9.5,2,184,5,0,0,0,recursos humanos,medio
4,4.2,3,146,2,1,0,0,recursos humanos,medio
6.6,5.4,2,136,2,0,0,0,mantenimiento,bajo
7,7.7,4,266,2,0,0,0,mantenimiento,bajo
6.9,8.9,2,220,3,0,0,0,mantenimiento,bajo
7.2,5.7,2,248,2,0,0,0,mantenimiento,bajo
2.1,6.5,3,183,3,0,0,0,mantenimiento,bajo
9.1,9,3,169,3,0,0,0,mantenimiento,bajo
7.2,7.1,3,132,2,1,0,0,mantenimiento,bajo
9.6,7.2,3,197,3,0,0,0,mantenimiento,bajo
10,8.9,4,152,3,0,0,0,mantenimiento,bajo
6.3,5.1,3,126,6,0,0,0,mantenimiento,bajo
2.4,7.4,6,106,5,0,0,0,mantenimiento,bajo
4.4,3.8,4,128,2,0,0,0,soporte,bajo
9.2,5.7,3,191,3,0,0,0,soporte,bajo
5.1,5.1,4,189,3,0,0,0,soporte,bajo
7.7,7.1,5,141,3,0,0,0,soporte,bajo
8,9.7,4,220,3,0,0,0,soporte,bajo
8.4,4.6,5,118,3,0,0,0,soporte,bajo
9.1,8.8,5,223,3,0,0,0,soporte,bajo
6.4,6.1,3,263,3,0,0,0,soporte,bajo
1.5,5.9,5,209,4,1,0,0,soporte,medio
7.4,5.8,4,193,3,0,0,0,soporte,medio
9.4,7.8,4,211,3,0,0,0,soporte,medio
5.7,5.8,3,192,3,0,0,0,mantenimiento,medio
9.2,6.3,5,156,3,0,0,0,mantenimiento,medio
7.6,5.4,5,278,2,1,0,0,mantenimiento,medio
7.3,9.2,3,199,3,1,0,0,administración,medio
2.4,6,2,194,6,0,0,0,informática,medio
4.2,4.7,2,125,4,0,0,0,informática,medio
9.2,8.2,4,96,4,0,0,0,informática,medio
9.2,9.4,3,234,2,1,0,0,informática,medio
6.8,5.5,6,181,3,0,0,0,informática,medio
4.9,8.6,4,246,2,0,0,0,desarrollo de producto,medio
5.7,9.8,3,171,3,0,0,0,desarrollo de producto,medio
3,6.6,3,198,2,0,0,0,desarrollo de producto,medio
1.7,8.1,5,280,4,0,0,0,desarrollo de producto,medio
9.1,4.9,3,267,3,0,0,0,informática,medio
8.3,9.1,3,251,2,0,0,0,Investigación,medio
8.7,7.6,5,182,3,0,0,0,Investigación,medio
7.1,8,4,157,3,0,0,0,Investigación,medio
8.8,5,3,206,2,0,0,0,Investigación,medio
6.3,9.4,3,237,3,1,0,0,Investigación,medio
9.9,5.8,2,166,3,0,0,0,mercadotecnia,medio
9.9,8.1,4,229,2,1,0,0,ventas,medio
7.7,5.3,5,256,3,0,0,0,contabilidad,medio
6.4,6.9,5,114,6,0,0,0,soporte,medio
6.1,10,5,243,2,0,0,0,mantenimiento,medio
3.7,8.2,3,199,5,0,0,0,administración,medio
1.9,10,4,188,4,1,0,0,mercadotecnia,medio
9.6,8.7,4,187,2,0,0,0,mercadotecnia,medio
8,6.2,4,216,2,0,0,0,mercadotecnia,medio
1.4,6.3,6,215,5,0,0,0,ventas,bajo
1.5,6.9,6,213,6,0,0,0,ventas,bajo
5.2,8.2,4,198,4,0,0,0,ventas,bajo
2.7,5.5,5,121,3,1,0,0,ventas,bajo
9.7,9.6,3,212,3,0,0,0,ventas,bajo
5.2,9.3,2,271,3,0,0,0,ventas,bajo
9.8,8.9,3,186,2,0,0,0,ventas,bajo
9.6,9.5,4,265,2,0,0,0,ventas,bajo
2.8,9.2,3,151,3,0,0,0,ventas,bajo
6.5,5.5,5,206,3,0,0,0,ventas,bajo
5.9,6.3,4,153,3,1,0,0,ventas,bajo
6.4,4.8,4,267,2,1,0,0,ventas,bajo
7.1,4.8,3,161,3,0,0,0,ventas,bajo
8.3,8.4,2,149,3,0,0,0,ventas,bajo
9.5,9.4,2,269,4,1,0,0,ventas,bajo
7.3,4.9,3,248,3,0,0,0,ventas,bajo
8.1,7.5,4,243,2,0,0,0,ventas,bajo
7.1,4.4,2,207,4,0,0,0,ventas,bajo
8,5.6,6,111,6,0,0,0,ventas,bajo
8.5,5.3,3,226,2,0,0,0,contabilidad,bajo
4.1,7,2,151,3,1,0,0,contabilidad,bajo
5.1,8.4,4,224,2,0,0,0,contabilidad,medio
4.9,5.7,4,146,4,0,0,0,recursos humanos,medio
7.6,5.5,4,163,2,1,0,0,recursos humanos,medio
5.7,6.9,4,255,3,0,0,0,recursos humanos,medio
5.4,4.8,6,196,2,0,0,0,recursos humanos,medio
6.8,7.4,3,227,2,0,0,0,mantenimiento,medio
7,5,3,251,2,0,0,0,mantenimiento,medio
7.7,8.7,4,209,3,0,0,0,mantenimiento,medio
9.5,5.1,3,254,4,0,0,0,mantenimiento,medio
5,6.4,3,249,2,1,0,0,mantenimiento,bajo
9.9,5.3,4,131,3,1,0,0,mantenimiento,bajo
9.4,5.1,5,142,2,0,0,0,mantenimiento,bajo
8.3,6.6,3,239,3,0,0,0,mantenimiento,bajo
6.4,8.1,3,225,3,1,0,0,mantenimiento,bajo
1.6,7.3,6,170,3,0,0,0,mantenimiento,bajo
8.3,7.1,3,254,2,0,0,0,mantenimiento,bajo
9.3,7.3,4,156,2,0,0,0,soporte,bajo
3.2,6.4,3,151,3,0,0,0,soporte,bajo
1.2,9,3,200,3,0,0,0,soporte,bajo
5,5,3,184,3,1,0,0,soporte,bajo
5.7,7.4,3,257,2,0,0,0,soporte,bajo
2.5,7.5,5,194,5,1,0,0,soporte,bajo
9.8,5.6,3,139,2,1,0,0,soporte,bajo
8.1,5.1,3,273,2,1,0,0,soporte,bajo
9.4,6.3,5,261,3,0,0,0,soporte,bajo
8.3,5.7,3,135,3,1,0,0,soporte,bajo
7.7,4,4,207,5,0,0,0,soporte,bajo
5.7,6.5,4,265,3,0,0,0,mantenimiento,bajo
1.8,9.6,5,208,6,0,0,0,mantenimiento,medio
6.7,7.1,4,159,2,1,0,0,mantenimiento,medio
3.5,4.7,4,151,6,0,0,0,administración,medio
7.8,4.4,3,97,4,0,0,0,informática,medio
7.2,7.9,4,154,3,0,0,0,informática,medio
9,5.8,3,264,3,0,0,0,informática,medio
5.8,4.9,3,135,2,0,0,0,informática,medio
6.4,5.6,3,238,2,0,0,0,informática,medio
9.1,7.9,4,166,3,0,0,0,desarrollo de producto,medio
5.9,5.1,3,156,3,0,0,0,desarrollo de producto,medio
7.6,8,3,202,3,0,0,0,desarrollo de producto,medio
7.6,8.5,3,204,2,1,0,0,desarrollo de producto,medio
5.1,6.9,3,135,3,0,0,0,informática,medio
5.4,5.5,4,252,3,0,0,0,Investigación,medio
6.7,9.3,5,254,3,1,0,0,Investigación,medio
6.8,4.4,5,165,3,0,0,0,Investigación,medio
9.7,5.8,3,200,2,0,0,0,Investigación,medio
5,7.4,3,155,3,0,0,0,Investigación,medio
8.1,5.2,3,162,3,0,0,0,mercadotecnia,medio
7.7,7.3,4,159,3,1,0,0,ventas,medio
5.9,7.5,4,266,3,0,0,0,contabilidad,medio
10,9.6,4,155,3,0,0,0,soporte,medio
7.4,9.5,5,170,4,0,0,0,mantenimiento,medio
9.1,5.2,4,172,4,1,0,0,administración,alto
7.7,6.5,3,187,3,0,0,0,mercadotecnia,bajo
7.9,9.8,4,185,2,0,0,0,mercadotecnia,medio
8.2,5.1,5,232,3,0,0,0,mercadotecnia,medio
8.9,9.6,5,260,3,0,0,0,ventas,bajo
8.3,6.2,4,218,3,0,0,0,ventas,bajo
7.2,7,4,217,3,0,0,0,ventas,bajo
7,7.4,3,212,3,0,0,0,ventas,bajo
10,8.9,3,189,3,0,0,0,ventas,bajo
5.7,6.6,4,158,2,0,0,0,ventas,bajo
5.5,5.4,5,168,2,0,0,0,ventas,bajo
4.7,7,4,134,3,0,0,0,ventas,bajo
9.5,7.7,4,213,3,1,0,0,ventas,bajo
2.9,5.7,5,149,3,0,0,0,ventas,bajo
7.1,5,3,201,2,0,0,0,ventas,bajo
8.9,6.8,4,146,3,0,0,0,ventas,bajo
8.1,9.7,4,212,2,0,0,0,ventas,bajo
7.2,6.4,4,140,2,0,0,0,ventas,bajo
10,8.5,4,156,3,0,0,0,ventas,bajo
7.9,4.9,4,163,3,0,0,0,ventas,alto
6.9,8.4,3,154,2,0,0,0,ventas,bajo
9.7,6.6,4,218,3,0,0,0,ventas,alto
6.1,5.9,3,157,2,0,0,0,ventas,alto
7.1,8.9,3,222,3,0,0,0,contabilidad,bajo
9.6,7.6,4,152,3,1,0,0,contabilidad,bajo
7.7,7.3,5,263,2,0,0,0,contabilidad,alto
5.7,9.9,3,231,3,0,0,0,recursos humanos,bajo
9.2,7.6,4,258,2,0,0,0,recursos humanos,medio
9.9,9.2,5,213,2,0,0,0,recursos humanos,alto
8.6,7.3,3,159,3,0,0,0,recursos humanos,medio
7.8,6.6,4,156,3,1,0,0,mantenimiento,bajo
8.5,6.6,3,235,3,0,0,0,mantenimiento,bajo
3.8,6,4,190,2,0,0,0,mantenimiento,bajo
6.3,9.3,4,238,2,0,0,0,mantenimiento,bajo
6.6,7.2,4,137,3,0,0,0,mantenimiento,bajo
1.9,7.9,5,171,3,1,0,0,mantenimiento,bajo
6.3,5.9,4,249,2,0,0,0,mantenimiento,bajo
3.2,7.4,6,205,3,0,0,0,mantenimiento,bajo
7.3,5.5,3,149,3,0,0,0,mantenimiento,bajo
7.5,8.9,4,139,3,0,0,0,mantenimiento,bajo
7,6.6,4,168,3,0,0,0,mantenimiento,bajo
7.7,6.1,4,181,2,0,0,0,soporte,bajo
8.3,8,4,150,3,0,0,0,soporte,bajo
7.5,4.9,4,246,3,0,0,0,soporte,bajo
9.7,5.4,3,271,3,0,0,0,soporte,medio
7.5,5.5,5,204,3,0,0,0,soporte,bajo
6.6,8.4,3,170,4,0,0,0,soporte,bajo
5.6,4.9,3,208,3,0,0,0,soporte,bajo
7.7,9.8,2,226,3,0,0,0,soporte,bajo
8.2,8.1,3,149,3,0,0,0,soporte,bajo
8.5,5.9,2,264,2,0,0,0,soporte,bajo
4.9,7.9,5,177,2,0,0,0,soporte,bajo
2.4,8.7,4,262,3,0,0,0,mantenimiento,bajo
3.2,7.4,3,211,3,0,0,0,mantenimiento,bajo
7.7,5.1,4,141,3,1,0,0,mantenimiento,bajo
7.7,8.3,5,197,4,0,0,0,administración,alto
9.3,8.7,3,154,3,1,0,0,informática,bajo
2.2,7.4,5,178,5,0,0,0,informática,bajo
2.4,8.9,5,169,4,0,0,0,informática,bajo
9.9,9.9,3,228,4,0,0,0,informática,bajo
6.1,5,3,231,3,0,0,0,informática,alto
6,9.1,4,185,3,1,0,0,desarrollo de producto,bajo
7.9,7,3,195,2,0,0,0,desarrollo de producto,bajo
9.4,6.2,3,147,3,0,0,0,desarrollo de producto,bajo
1.8,8.5,5,192,3,0,0,0,desarrollo de producto,alto
5.1,7.3,5,241,3,0,0,0,informática,bajo
5.5,9.2,3,151,3,0,0,0,Investigación,medio
7.3,7.4,3,221,3,0,0,0,Investigación,alto
4.1,6.3,5,263,3,0,0,0,Investigación,medio
8.8,6.6,3,178,3,0,0,0,Investigación,alto
2.3,5.6,5,169,5,0,0,0,Investigación,medio
7.8,5.6,3,271,4,0,0,0,mercadotecnia,medio
3.4,6.9,3,155,3,0,0,0,mercadotecnia,medio
5.1,4.1,2,164,4,0,0,0,ventas,medio
8,8.6,3,226,2,0,0,0,contabilidad,medio
6.6,5.7,4,220,2,1,0,0,soporte,medio
6.2,6.3,5,153,6,0,0,0,mantenimiento,medio
5,9.7,2,252,4,0,0,0,administración,medio
9.6,9.4,3,182,3,0,0,0,mercadotecnia,alto
5,8.4,3,150,2,0,0,0,mercadotecnia,bajo
7.3,6.9,6,273,4,1,0,0,mercadotecnia,medio
4.7,3.9,6,215,5,0,0,0,ventas,medio
4.9,8.3,3,172,2,0,0,0,ventas,medio
9.2,6.2,3,264,2,0,0,0,ventas,medio
2.4,3.9,5,158,2,0,0,0,ventas,medio
6.1,5.8,4,142,4,0,0,0,ventas,medio
8.3,8.9,4,137,3,0,0,0,ventas,medio
8.8,6.6,4,275,3,0,0,0,ventas,medio
6.1,5.5,3,245,3,0,0,0,ventas,medio
6.8,5.4,4,165,4,0,0,0,ventas,alto
5.1,7,4,142,4,1,0,0,ventas,bajo
8.8,5.8,4,215,2,0,0,0,ventas,bajo
9.4,8.4,5,240,3,0,0,0,ventas,bajo
5.8,8.8,4,255,3,0,0,0,ventas,alto
6.3,9.8,4,265,3,0,0,0,ventas,bajo
8.1,4.9,4,285,4,0,0,0,ventas,bajo
6.1,8.6,3,238,2,0,0,0,ventas,bajo
6.5,6.3,3,137,3,0,0,0,ventas,alto
6.7,6.3,3,270,5,0,0,0,ventas,bajo
6.4,6.2,4,145,3,1,0,0,ventas,bajo
2.5,7.6,6,182,3,0,0,0,contabilidad,bajo
1.3,6.2,3,264,6,0,0,0,contabilidad,bajo
1.4,8.9,3,212,6,0,0,0,contabilidad,bajo
7.4,5.1,5,198,3,0,0,0,recursos humanos,bajo
8,8.1,5,200,3,0,0,0,recursos humanos,bajo
5,5.6,3,263,4,0,0,0,recursos humanos,medio
6.9,7.5,4,249,4,0,0,0,recursos humanos,medio
9.1,5.3,4,212,3,0,0,0,mantenimiento,bajo
8,5.1,3,159,3,0,0,0,mantenimiento,bajo
9.3,5.2,3,181,3,0,0,0,mantenimiento,bajo
5.7,9.9,3,100,4,1,0,0,mantenimiento,bajo
5.1,5.8,2,218,2,1,0,0,mantenimiento,bajo
9.8,5.4,4,178,3,0,0,0,mantenimiento,bajo
8.5,8.3,4,219,3,0,0,0,mantenimiento,bajo
7.3,5.6,5,239,3,0,0,0,mantenimiento,bajo
9.7,9,3,255,2,0,0,0,mantenimiento,bajo
5.2,6.1,4,163,2,0,0,0,mantenimiento,bajo
3.1,3.8,3,173,2,0,0,0,mantenimiento,bajo
4.9,7.7,3,147,3,0,0,0,soporte,bajo
8.1,4.4,4,166,4,1,0,0,soporte,bajo
5.2,8,5,209,2,0,0,0,soporte,bajo
6.9,5.6,5,271,3,0,0,0,soporte,bajo
7,7.4,3,253,4,1,0,0,soporte,bajo
6.5,8.5,4,233,2,0,0,0,soporte,bajo
5.4,7.1,2,194,2,0,0,0,soporte,bajo
5.7,4.9,2,237,2,0,0,0,soporte,bajo
7.8,9,4,238,2,0,0,0,soporte,bajo
9.9,9.2,4,212,3,0,0,0,soporte,bajo
5.7,8.3,5,189,3,0,0,0,soporte,bajo
3.3,5.8,3,115,3,0,0,0,mantenimiento,bajo
9.7,5.8,4,159,3,0,0,0,mantenimiento,bajo
9.5,5.8,5,133,3,0,0,0,mantenimiento,bajo
6.9,8.3,5,225,3,0,0,0,administración,bajo
9.7,9.1,2,112,5,0,0,0,informática,bajo
4,5.9,3,111,4,1,0,0,informática,bajo
6.7,7.1,4,178,6,0,0,0,informática,bajo
9.6,5.8,5,178,3,0,0,0,informática,bajo
4.9,9.5,2,181,4,1,0,0,informática,bajo
5.6,6.6,3,139,2,0,0,0,desarrollo de producto,bajo
9.9,7.8,2,177,4,0,0,0,desarrollo de producto,bajo
4.9,8.8,4,270,3,0,0,0,desarrollo de producto,bajo
5.3,6.9,4,135,3,0,0,0,desarrollo de producto,bajo
7.5,5,4,166,4,0,0,0,informática,bajo
5.1,8.9,3,230,4,0,0,0,mercadotecnia,bajo
